,CHAPTER,PAGE,TEXT
10,10,11,"10.3 - Das schwere Gespräch - Überbringen von schlechten Nachrichten

I Tab. 10.3 Anwendung der Zitate (Lösungen › Kap. 14)

Zitat Allgemeine Bedeutung

„Mache die Dinge so einfach wie möglich
- aber nicht einfacher.""

(Albert Einstein)

Vereinfachung ist gut, weil sie
entdramatisieren kann. Sie sollte
aber nicht oberflächlich sein

„Was du tust, schreit so laut, dass ich nicht
hören kann, was du sagst.""

(Afrikanisches Sprich wort)

„Dass man, wenn es in Wahrheit
gelingen soll, einen Menschen zu einem
bestimmten Ort zu führen  ""

(Sören Kierkegaard)

„Das Furchtbarste so sagen, dass es nicht
mehr furchtbar ist, dass es Hoffnung gibt,
weil es gesagt ist.""

(Elias Canetti)

„Wenn Du sprichst, soll dein Reden besser
sein als dein Schweigen.""

(Arabisch es Sprich wort)

„Auch wenn das Thema kompliziert ist  ""

(Bent Falk, dänischer Psychologe und
Psychotherapeut)

„Die Menschheit zur Freiheit bringen,
das heißt, sie zum Miteinander reden
bringen.""

(Karl Jaspers)

Überbringen einer
Todesnachricht

¶\/Z

Das schwere Gespräch

í/\¶

Überbringen einer
schlechten Diagnose

B Abb. 10.2 Assoziogramm„Das schwere Gespräch""

))

Vergleichen Sie Ihre Überlegungen mit der folgenden Deﬁnition des
„schweren Gesprächs"" nach Bucka-Lassen. Sind Sie mit der Deﬁnition

147

Bedeutung in Bezug auf die ärztliche Ge-
språchsführung bzw. das schwere Gespräch

Die möglichen Komplikationen/Konsequenzen
eines therapeutischen Eingriffs sollten im
ärztlichen Gespräch nicht zu kompliziert
dargestellt, aber auch nicht bagatellisiert werden

einverstanden, oder würden Sie sie ergänzen oder erweitern? Diskutieren Sie.

Das Gespräch, bei dem der Arzt bewusst einem Patienten die Botschaft

einer existenziellen, unheilbaren Krankheit mit einer wahrscheinlich
infausten Prognose vermittelt. (Bucka-Lassen 2005)

10

"
11,10,12,"148 Kapitel 10 - Das Aufklärungsgespräch und die ärztliche Gesprächsführung

Übung 10.8

Qıoa

http://extras.springer.
com/2017/978-3-662-53606-3.
10.8 - Hörverständnis

10.3.1 Beispielformulierungen

Spezialisten für ärztliche Gesprächsführung und „das schwere Gespräch"" ver-
meiden es i. Allg., den Lernenden „fertige“ Formulierungen an die Hand zu
geben, da der Umgang mit solchen Redemitteln dem Anspruch an ein indivi-
duelles, aktiv zuhörendes und empathisch geführtes Gespräch zuwiderlaufen
könnte (B Abb. 10.3).

Für internationale Ärzte in Deutschland kann es jedoch von großer Hilfe sein,
eine Sammlung von möglichen Redemitteln zur Verfügung zu haben, an der sie
sich orientieren können. Deshalb widmen wir uns im Folgenden der Erstellung
einer solchen Sammlung.

Im Anschluss daran ﬁnden Sie ein Beispiel für ein „schweres Gespräch"", in
dem Oberärztin Frau Dr. Walden ihrem Patienten, Herrn Stein, eröffnet, dass
die Therapie seines Bronchialkarzinoms nun nicht mehr kurativ, sondern pal-
liativ ausgerichtet sein wird.

Welche Formulierungen könnten Sie in einem „schweren Gespräch” mit
einem Patienten verwenden? Ergänzen Sie die Formulierungen in B Tab. 10.4,
BTab. 10.5, BTab. 10.6 und BTab. 10.7 und versehen Sie die Formulierungen, die
Ihnen besonders wichtig, kompliziert usw. erscheinen, mit einem individuellen
Kommentar, wenn Sie möchten.

  

MEIN ßEíLEí D
ä) ıHßEH

B Abb. 10.3 Das„schwere"" Gespräch (Cartoon: Claudia Styrsky)

    

"
12,10,13,"10.3 - Das schwere Gespräch - Überbringen von schlechten Nachrichten

Hören bzw. lesen Sie das folgende Beispielgespräch für ein„schweres Gespräch""
und überlegen Sie im Anschluss, ob Sie das Gespräch für ein gelungenes halten.
Diskutieren Sie - falls möglich - im Plenum Ihre begründeten Urteile. Beachten
Sie dabei folgende Aspekte:

- Strukturierung des Gesprächs?

-r Pausen?

- Ermutigungen zurWeiterrede?

~ Wiederholungen/Paraphrasierungen?

~=~ Zusammenfassungen des Gesagten?

H Einleitung und Formulierung der schlechten Nachricht?

~ Antwort auf die Frage, wie viel Zeit dem Patienten noch verbleibe?

~ Angebote zur Unterstützung/Trost und Beistand geben?

Überlegen Sie auch, wie Sie die Stelle im Gespräch empﬁnden, an der die Ärztin
für den Patienten formuliert, dass er sterben wird.

I Tab. 10.4 Verkünden der Diagnose

Formulierung Kommentar

Wir haben jetzt ca. 15 Minuten Zeit.

Ich werde lhnen zunächst Ihren Befund
erklären und anschließend Ihre Fragen
beantworten. Wenn die Zeit nicht reicht,
können wir noch einen zweiten Termin
vereinbaren.

Sicherheit.

Ich möchte Ihnen nun den Befund erklären
und das weitere Vorgehen mit lhnen
besprechen.

Zunächst möchte ich Sie fragen, was Sie
denken, woran Sie leiden bzw. welche
Krankheit Sie haben.

Was wissen Sie bis jetzt über Ihre Krankheit
bzw. Ihre Beschwerden?

Unser Befund hat leider ergeben, dass Sie an
 leiden.
Ich wünschte, es wäre anders.

Ihre Diagnose ist leider sehr ernst. Sie leiden
an 

Sie haben einen  -Tumor.

Ich wünschte, ich könnte Ihnen etwas Anderes
sagen.

Ich mache mir Sorgen. Der Tumor ist leider
immer noch da

149

Übung 10.9

G109

http://extras.springer.com/
2017/978-3-662-53606-3.
10.9 - Hörverständnis

Zeitangaben sind wichtig für die Orientierung des Patienten.

Eine klare Struktur vorzugeben vermittelt das Gefühl von Orientierung und

10

"
13,10,14,"150 Kapitel 10 - Das Aufklärungsgespräch und die ärztliche Gesprächsführung

U Tab.10.5 Empathisches Zuhören
Formulierung Kommentar

lch sehe, Sie sind von dem Befund geschockt.

Ich merke, dass Sie sehr aufgewühlt sind.

Sie wirken auf mich jetzt sehr verunsichert.

Ich habe den Eindruck, dass Sie meine Worte erst einmal
verarbeiten müssen.

Brauchen Sie einen Moment Ruhe, um meine Worte zu
verarbeiten?

lch sehe, dass Sie Zeit brauchen, um meine Worte
zu verarbeiten und über das weitere Vorgehen zu
entscheiden.

Wie geht es Ihnen jetzt mit dem, was ich gesagt habe?

Wie fühlen Sie sich jetzt?

Möchten Sie etwas dazu sagen?

Möchten Sie noch mehr über den Befund wissen?

Ich weiß, das istjetzt eine schwierige Situation für Sie.

Das ist eine schwere Zeit für Sie.

l Tab. 10.6 Das weitere Vorgehen klären
Formulierung Kommentar

Wenn Sie möchten, kann ich Ihnen nun das weitere
notwendige Vorgehen erklären.

Wenn Sie merken, dass es Ihnen zu viel wird, dann
sagen Sie es mir bitte, und wir führen das Gespräch zu
einem anderen Zeitpunkt weiter.

Es gibt verschiedene Behandlungsansätze, die denkbar
sind.Wenn Sie möchten, informiere ich Sie darüber, und
wir entscheiden anschließend gemeinsam, was für Sie
das Beste ist.

Wenn wirjetzt gemeinsam überlegen, wie wir weiter
vorgehen, ist es wichtig, dass wir auch folgende Fragen
besprechen:

"
14,10,15,"151
10.3 - Das schwere Gespräch - Überbringen von schlechten Nachrichten

U Tab.10.6 Fortsetzung

Formulierung Kommentar

Was ist für Siejetzt am wichtigsten?

Was ist für Sie besonders wichtig, wenn die Zeit knapp
wird?

Worauf würden Sie verzichten? Worauf nicht?

Wie wollen Sie Ihre Zeit verbringen, wenn Ihr Zustand
sich verschlechtert?

Was macht Ihnen Sorgen, wenn Sie an die kommende
Zeit/an die Zukunft denken?

Wer soll in Ihrem Namen entscheiden, wenn Sie selbst
keine Entscheidungen mehrtreffen können?

U Tab. 10.7 Das Gespräch schließen, sich verabschieden
Formulierung Kommentar

Wir haben heute ausführlich über  gesprochen.
Wir haben heute vereinbart,

Gibt es noch Fragen, die wir vergessen haben bzw. die wir
noch nicht besprochen haben?

Ich schlage Ihnen vor, dass Sie zu unserem nächsten Termin
auch Ihre Frau (Ihren Mann, Ihren Sohn) mitbringen.

10.3.2 Beispielgespräch

Frau Dr. Walden, Oberärztin auf einer pulmologischen Station, begrüßt den
Patienten Herrn Stein, einen 57-jährigen Architekten, i.rı ihrer Sprechstunde. Herr
Stein, der seit 2 Iahren an einem Bronchiallmrzinom leidet, wird im Rollstuhl in

10

"
15,10,16,"152 Kapitel 10 - Das Aufklärungsgespräch und die ärztliche Gesprächsführung

das Zimmer gefahren, da er stark geschwächt ist und Atemprobleme hat. Frau

Dr. Walden muss ihrem Patienten heute die Ergebnisse der erneuten Stagingun-

tersuchung mitteilen. Außerdem wird sie mit ihm besprechen, dass eine weitere

Chemotherapie nicht mehr durchgeführt werden kann, und dass stattdessen eine

palliative Therapie angezeigt ist.

_ Frau Dr. Walden: „Guten Tag, Herr Stein.“

_ Herr Stein: „Guten Tag.""

_ Frau Dr. Walden: „W ie geht es Ihnen heute Morgen?""

_ Herr Stein: „Es geht . . . ein bisschen besser, vielleicht. Ich habe ein bisschen
besser geschlafen. Aber ich bin immer noch sehr oft aufgewacht.""

_ Frau Dr. Walden: „Ia, das kann ich mir vorstellen. Daran müssen wir also
noch arbeiten. Und wie steht es mit Ihrer Übelkeit? Ist die auch besser
geworden?“

_ Herr Stein nickt und lächelt dabei leicht: „Ia, mir ist nicht mehr ständig so
furchtbar schlecht.""

_ Frau Dr. Walden: „Das freut michi""

Pause.

_ Frau Dr. Walden: „Ihre Übelkeit wird sich sicher in den nächsten Tagen
weiter bessern. Ietzt, da wir den Chemotherapiezyklus beendet haben.""

_ Herr Stein: „Das wäre gutl“

_ Frau Dr. Walden: „Ganz bestimmt! Das kann ich Ihnen versprechen.“

Beide lächeln. Schweigen.

_ Frau Dr. Walden: „Herr Stein, Sie sind heute auch zu mir gekommen, weil
wir das weitere Vorgehen besprechen wollen. In der letzten Woche haben
wir eine erneute Staginguntersuchung durchgeführt, also insbesondere
den Kopf und die Organe des Brust- und Bauchraums im CT untersucht,
um zu sehen, ob sich der Primärtumor und die Metastasen verändert
haben. Ich habe jetzt hier die Ergebnisse vorliegen, die ich mit Ihnen
besprechen möchte.“

Herr Stein: „Ia?!""

Frau Dr. Walden: „Herr Stein, ich muss Ihnen leider sagen, dass der
Befund nicht gut ist. Die Metastasen in der Lunge haben sich leider nicht
zurückgebildet, sondern vermehrt. Das erklärt auch Ihre fortschreitende
Abgeschlagenheit  ""

Schweigen.

_ Frau Dr. Walden: „Außerdem mussten wir leider feststellen, dass der
Tumor weiter gestreut hat, das heißt, dass sich mittlerweile auch Metas-
tasen in Ihrer Leber und Ihrem Dickdarm beﬁnden.""

Schweigen.
Herr Stein ringt sichtlich um Fassung.

_ Frau Dr. Walden: „Das sind sehr schlechte, Nachrichten, Herr Stein, ich
weiß. Es tut mir leid, dass ich Ihnen nichts Besseres sagen kann.""

Herr Stein: „Und  was  heißt  das ....jetzt?“

Frau Dr. Walden: Zunächst bedeutet das, dass wir keinen erneuten Chemo-
therapiezyklus beginnen werden.

Herr Stein: „Aber .. . wenn wir die Chemotherapie ganz beenden, dann ... '
Frau Dr. Walden: „Ia?“

Herr Stein: „Wenn wir die Chemotherapie beenden, dann muss ich . . . ?""

"
16,10,17,"10.3 - Das schwere Gespräch - Überbringen von schlechten Nachrichten

Schweigen.

_ Frau Dr. Walden: „Sterben?“
_ HerrStein:„Ia?""

_ Frau Dr.Walden:„Ia.“

Schweigen.

_ Frau Dr. Walden: „Aber wir können jetzt noch einiges dafür tun, dass

es Ihnen in der nächsten Zeit besser geht. Wir werden versuchen, Ihre
Beschwerden zu lindern. Wir werden uns darum kümmern, dass Sie
wieder besser schlafen können und vor allem darum, dass Sie weniger
Schmerzen haben.""

Herr Stein: „Wie viel  ?!""

Frau Dr. Walden: „Ia?!“

Herr Stein: „Wann . . . ? Ich meine, wie viel Zeit habe ich noch?""

Frau Dr. Walden: „Das kann ich Ihnen nicht sagen. Das ist individuell sehr
verschieden.“

Herr Stein: „Aber ... “

Frau Dr. Walden: „Ich kann verstehen, dass Sie das wissen möchten, aber
ich kann es Ihnen nicht sagen. Herr Stein. Es tut mir leídl""

Herr Stein: „Bitte! Geht es um Monate? Um Wochen? Um ]ahre?""

Frau Dr. Walden: „Am ehesten um Monate, denke ich.“

Herr Stein fallt in sich zusammen und murmelt erschüttert: „Oh nein! In
zwei Monaten heiratet meine Tochter. Ich wollte dabei sein! Ich wollte sie
zum Altar führen, wie man das so macht, als Vater. Ich habe mich so für sie
gefreutl“

Herr Stein beginnt zu schluchzen.

_ Frau Dr. Walden legt kurz ihre Hand auf seine: „Herr Stein, wir wissen
nicht, wie viel Zeit Sie haben werden. Vielleicht wird es weniger sein, als Sie
sich erhoffen, vielleicht aber auch mehr. Vielleicht werden Sie ein schönes
Fest mit Ihrer Tochter feiern können. Wer weiß?! Ich wünsche es Ihnen!

Pause.

_ Frau Dr. Walden: „Ich kann gut verstehen, dass das ein Schock für Sie ist.
Möchten Sie jetzt besprechen, wie wir weiter vorgehen können? Oder
möchten Sie erst einmal für sich sein? Ich kann auch jemanden für Sie
anrufen. Ihre Frau zum Beispiel?""

_ Herr Stein: „Nein . . ., sie kommt später sowieso. Ich will sie nicht schon
wieder belasten. Ich spreche dann mit ihr.""

_ Frau Dr. Walden: „Gutf“

Schweigen.

_ Frau Dr. Walden: „Sollen wir jetzt weitersprechen, oder soll ich Sie erst
einmal zurück in Ihr Zimmer fahren, und wir sprechen dann weiter, wenn
Sie die Neuigkeiten ein bisschen besser verarbeitet haben?“

Schweigen.
Herr Stein schüttelt ratlos den Kopf
_ Frau Dr. Walden: „Wonach ist Ihnen jetzt am ehesten?“

Schweigen.
_ Schließlich ﬂüstert Herr Stein: „Bitte fahren Sie mich zurück in meirı
Zimmer.“

153

10

"
17,10,18,"154 Kapitel 10 - Das Aufklärungsgespräch und die ärztliche Gesprächsführung

_ Frau Dr. Walden: „Gutf“

Schweigen.

_ Frau Dr. Walden: „Das mache ich. Dann sprechen wir später am Tag
noch einmal miteinander. Ich schaue am Nachmittag bei Ihnen vorbei.
Einverstandenﬂ""

Herr Stein nickt.
_ Frau Dr. Walden steht auf: „Und wenn Sie doch noch möchten, dass ich Ihre
Frau anrufe, dann sagen Sie mir Bescheid, ja?l""

Herr Stein nickt wieder, während die Ärztin ihn in seinem Rollstuhl aus dem
Zimmer schiebt.

10.3.3 Fallbeispiele

Übung 10.10: Fallbeispiele 1. Im Folgenden sind 3 Fallbeispiele für„ein schweres Gespräch” genannt.
Arbeiten Sie in 3er-Gruppen. Wählen Siejeweils ein Fallbeispiel aus und
verteilen Sie die Rolle des Arztes, des Patienten und des externen Zuhörers
(Feedbackgebers) untereinander. Spielen Sie die Gespräche und diskutieren
Sie anschließend zu dritt das Ergebnis. Beachten Sie dabei folgende
Aspekte:

- lm Allgemeinen:

a. Wie haben Sie sich als Arzt/Patient/externer Zuhörer gefühlt? Entspannt,
aufgeregt, unangenehm berührt, ängstlich usw.?

b. Was hat Ihnen an dem Gespräch gut gefallen, was weniger?

c. Was würden Sie bei einem nächsten Gespräch anders machen?

- Patient:

a. Haben Sie die Aussagen und Erklärungen des Arztes verstanden?

b. Hat der Arzt sich angemessen klar und einfach ausgedrückt?

c. Hatten Sie das Gefühl, dass der Arzt adäquat auf Sie eingeht und Ihnen
aktiv und flexibel zuhört?

d. Hatten Sie den Eindruck, dass es im Gespräch Raum und Zeit für Ihre
Gefühle, Ängste, Zweifel usw. gab?

e. Hatten Sie das Gefühl, dass Ihre Gefühle respektiert und Ihre Meinung
akzeptiert wurden?

f. Konnten Sie alle Fragen stellen, die Sie stellen wollten?

g. Hat der Arzt alle Fragen angemessen beantwortet, die Sie gestellt
haben?

- Arzt:

a. Haben Sie die Aussagen und Fragen des Patienten verstanden?

b. Hatten Sie den Eindruck, dass der Patient Sie versteht?

c. Haben Sie dem Patienten alle wichtigen Informationen übermittelt, die
Sie ihm übermitteln wollten?

d. Hatten Sie den Eindruck, dass der Patient sich in dem Gespräch mit
|hnen„aufgehoben"" fühlen konnte?

e. Hatten Sie das Gefühl, dass Sie dem Patienten durch das Gespräch
helfen konnten?

2. Tauschen Sie die Rollen und wiederholen Sie das Rollenspiel oder wählen Sie
ein weiteres Fallbeispiel.

"
18,10,19,"10.3 - Das schwere Gespräch - Überbringen von schlechten Nachrichten

Fallbeispiel 1 - Pädiatrie

Vor wenigen Tagen kanı Simone in einem Geburtshaus auf die Welt. Am Anfang
schien alles in Ordnung zu sein, aber inzwischen machen sich die jungen Eltern
(sie 24 und er 26 Iahre alt) wegen ihres erstgeborenen Kindes Sorgen und stellen
sich bei Ihnen in der Abteilung für Pädiatrie des städtischen Krankenhauses vor.
Aus unerklärlichen Gründen schreie das Baby fast die ganze Zeit und wolle nicht
trinken. Auf Nachfrage berichten die Eltern auch, dass das Kind bisher noch
keinen Stuhlgang abgesetzt habe. Sie denken bei dieser Krankengeschichte gleich
an die Mukoviszidose und führen einen Chlorid-Schweißtest durch. Dieser zeigt
eine typische deutliche Erhöhung des Chloridgehalts. Sie planen einen Gastro-
graﬁn-Einlauf unter Durchleuchtung. Bevor weitere diagnostische und thera-
peutische Schritte vorgenommen werden können, müssen Sie jedoch zunächst
die besorgten Eltern des Kindes über die Diagnose auﬂdären.

Informationen zur Mukoviszidose

_ Häufigste vererbte Stoffwechselerkrankung mit autosomal-rezessívem

Erbgang

Etwa 4 % der Bevölkerung sind Genträger

Aufgrund eines genetischen Defekts kommt es zu einer

Funktionsstörung eines Chloridkanals und somit zur Störung der

Sekretion aller exokrinen Drüsen

Komplexe Symptomatik mit Gedeihstörung und Dystrophie

Die besonders betroffenen Organe sind

- Lunge: chronische und rezidivierende Atemwegsinfektionen,
Bronchiektasen, Emphysem, langfristig Entwicklung einer
Lungenfibrose

- Darm: Obstruktionen bis hin zum lleus, Eiweißverlustsyndrom

- Leber: Cholestase, Cholezystitis, Cholelithiasis, Entwicklung einer
biliären Zirrhose

- Pankreas: zystische Pankreasfibrose, exokrine Pankreasinsuffizienz mit
chronischen Durchfällen und Maldigestionssyndrom

_ Therapie aktuell noch v. a. symptomatisch durch Mukolyse

(Inhalation, autogene Drainage des zähen Schleims), Substitution
von Pankreasenzymen und Vitaminen, hyperosmolare Einläufe bei
Obstruktionen
_ Lebenserwartung bei Frauen ca. 25 Jahre, bei Männern ca. 30 Jahre.
Entscheidend sind in der Regel die Lungenmanifestationen

Fallbeispiel 2 - Neurologie

Der 35-jährige Herr Maier stellt sich bei Ihnen in der Notaufnahme vor, da er
seit 5 Tagen ein unregelmäßiges „Zucken“ im rechten Bein bemerkt habe. Dieses
habe anfangs nur in der Großzehe bestanden, sei aber im Verlauf langsam nach
oben bis in den Oberschenkel aufgestiegen. In der körperlichen Untersuchung
fallen Ihnen Myoklonien der rechten unteren Extremität auf, ein sensibles Deﬁzit
besteht nicht. Sie haben Glück und bekommen für den Patienten noch am selben
Abend eine kranielle MRT. Diese zeigt eine TZ-hyperintense Raumforderung
von ca. 1,5 cm Durchmesser in der Zentralregion links mit einer inhomogenen
Kontrastmittelaufnahme. Die genaue Ursache lässt sich zum aktuellen Zeitpunkt

155

10

"
19,10,20,"156

Kapitel 10 - Das Aufklärungsgespräch und die ärztliche Gesprächsführung

noch nicht benennen. Vom bildmorphologischen Befund kommen sowohl ein
hirneigner Tumor, ein Lymphom als auch eine Metastase in Betracht, wenn-
gleich ersteres arrı wahrscheinlichsten erscheint. Nun müssen Sie den Patienten
vorsichtig über den Befund der Bildgebung unterrichten. Die Schwierigkeit liegt
dabei vor allen Dingen darirı, dass aktuell noch keine Gewissheit über die genaue
Ursache der Raumforderung besteht. Außerdem sollten Sie den Patienten über
die notwendige weitere Diagnostik informieren.

Diagnostik bei íntrakranieller Raumforderung

_ Elektroenzephalogramm (EEG) zum Nachweis eines Herdbefunds oder
epilepsietypischer Potentiale

_ Lumbalpunktion mit Liquordiagnostik mit der Frage nach malignen
Zellen oder nach einem entzündlichen Prozess

_ Oberbauchsonographie und Röntgenthoraxaufnahme im Hinblick auf
einen möglichen Primärtumor

_ Verlegung in die Neurochirurgie zur Durchführung einer
stereotaktischen Biopsie

Fallbeispiel 3 - Innere Medizin und Chirurgie

Gerade haben Sie den Tagdienst in der Rettungsstelle übernommen, als vom
Rettungswagen eine 65-jährige Patientin mit Verdacht auf einen Myokardin-
farkt angekündigt wird. Bei Eintreffen klagt die von ihrem Ehemann begleitete
Patientin über plötzlich aufgetretene stärkste Schmerzen in der linken Brust mit
Ausstrahlung in den Rücken und über zusätzlich bestehende Atemnot. Ihr Kran-
kenpﬂeger nimmt Blut zur Bestimmung der I-Ierzenzyme ab. Sie führen sofort ein
EKG durch, ﬁnden aber keine ST-I-Iebungen. Währenddessen klagt die Patientin,
dass die Schmerzen nun weiter nach unten in den Bauch ausstrahlen würden.
Sie veranlassen eine Röntgenthoraxaufnahme. Diese zeigt eine doppelte Aorten-
kontur, sodass Sie eine Aortendissektion diagnostizieren. Mit Ihren Kollegen der
Gefäß- und Thoraxchirurgie klären Sie die sofortige Übernahme in den OP zur
Durchführung einer Notoperation. Auf dem Weg in den OP zeigt der Überwa-
chungsmonitor einen plötzlichen Abfall des systolischen Blutdruckwerts an. Ihre
Kollegen übernehmen die Patientin und führen die Notoperation durch. Eine
Stunde später bekommen Sie jedoch den Anruf aus dem OP, dass die Patientin
nicht gerettet werden konnte und an einer proximalen Aortenruptur verstorben
ist. Der Ehemann der Patientin sitzt allein im Warteraum und wartet auf Sie. Es
ist Ihre Aufgabe, ihm die schlechte Nachricht zu überbringen und zu erklären,
was genau passiert ist.

ı Was am Ende wirklich zählt

Der bekannte amerikanische Chirurg und Autor Atul Gawande hat ein wichtiges
Buch zum Umgang mit dem Sterben und Sterbenden geschrieben: Sterblich sein.
Was um Ende wirklich zählt (2014), in dem es auch um „das schwere Gespräch“
geht. Wir möchten es Ihnen als weiterführende Lektüre ans Herz legen:

)) Wir (Mediziner) glauben, es sei unsere Aufgabe, für Gesundheit und
Überleben zu sorgen. Aber sie ist eigentlich viel größer. Wir sollen für
Wohlbeﬁnden sorgen. Und beim Wohlbeﬁnden geht es um die Gründe
dafür, warum jemand am Leben sein will. Dies Gründe fallen nicht nur am
Ende des Lebens ins Gewicht, oder wenn man gebrechlich wird, sondern

"
